mahalla_id,mahalla_name_uz_latin,district_name_uz_latin,reference_date,population_total,population_male,population_female,number_of_families,number_of_households,average_household_size,children_total,population_age_0_6,population_age_7_17,population_age_18_30,population_age_31_45,population_age_46_60,population_age_60_plus,working_age_population,elderly_population,registered_population,permanent_population,temporary_population,births,deaths,migration_in,migration_out,population_growth,area_km2,area_ha,population_density_per_km2,value_source_name,value_source_url,source_type,confidence,last_verified_date,notes
UZ-TAS-MFY-410,Gulbog' mahallasi,Bektemir,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.5708,257.08,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-411,Iykota mahallasi,Bektemir,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.2643,226.43,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-412,Majnuntol mahallasi,Bektemir,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6098,160.98,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-413,Chashma mahallasi,Bektemir,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1023,10.23,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-414,Bektemir mahallasi,Bektemir,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0265,102.65,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-415,Ustozlar mahallasi,Bektemir,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7746,77.46,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-416,Iqbol mahallasi,Bektemir,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3141,31.41,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-455,Shirin mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-456,Jurjoniy mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-457,Xuroson mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-458,Qo'rg'ontepa mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-459,Zargarlik mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-460,Tepaqo'rg'on mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-461,Birlik mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-462,Nayman mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-463,Nurobod mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-464,Yangiyo'l mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-465,Nishabariq mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-466,Sharq guli mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-467,Vatan mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-468,Farhod mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-469,Tinchlikobod mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-470,Xondamir mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-471,Sharq yulduzi mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-472,Bog'ichinor mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-473,Qoryog'di mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-474,Degrez mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-475,Alixonto'ra Sog'uniy mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-476,Diydor mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-477,Hamdo'st mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-478,Shaftolizor mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-479,Katta Cho'ponota mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-480,Guzar mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-481,O'tkir mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-482,Zulfizar mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-483,Qoziguzar mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-484,Diyorobod mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-485,Beshqayrag'och mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
UZ-TAS-MFY-486,Ibrat mahallasi,Uchtepa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO PUBLIC MAHALLA-LEVEL DEMOGRAPHIC SOURCE LOCATED,NULL,NULL,NULL,2026-09-18,"Mahalla-level demography is held in the MFY yagona reyestri (Unified Register of Mahalla Citizens' Assemblies) inside the Raqamli Mahalla system, legal basis CoM Regulation 586 of 15.09.2025. That register is interagency-only and not published. Obtaining it requires a written request to O'zbekiston Mahallalari Uyushmasi. Area is from the official boundary layer, not a demographic source."
