district_name_uz_latin,indicator,value,unit,reference_date,source_name,source_url,confidence,last_verified_date,notes
Sergeli,polyclinics_ambulatory,49,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Sergeli,doctors,0.5,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Sergeli,mid_level_medical_staff,1.2,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Yangihayot,hospitals,NULL,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Yangihayot,polyclinics_ambulatory,20,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Yangihayot,doctors,0.3,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Yangihayot,mid_level_medical_staff,0.8,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Bektemir,hospitals,2,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Bektemir,polyclinics_ambulatory,12,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Bektemir,doctors,0.1,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Bektemir,mid_level_medical_staff,0.3,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Yunusobod,preschool_institutions,89,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
Mirzo Ulug'bek,preschool_institutions,81,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
Olmazor,preschool_institutions,73,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
Chilonzor,preschool_institutions,72,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
Uchtepa,preschool_institutions,67,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
Shayxontohur,preschool_institutions,66,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
Yashnobod,preschool_institutions,61,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
Yakkasaroy,preschool_institutions,50,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
Sergeli,preschool_institutions,37,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
Mirobod,preschool_institutions,37,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
Yangihayot,preschool_institutions,29,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
Bektemir,preschool_institutions,13,units,2021-12-31,"Toshstat, Preschool education",https://www.toshstat.uz/2021/Talim/maktabgacha.pdf,B,2026-09-18,Source names Sergeli as 'Sirg'ali'
